Household_ID,Dietary_Preferences,Family_Size,Food_Item,Purchase_Amount,Consumption_Amount,Waste_Amount,Waste_Type,Storage_Method,Disposal_Method,Timestamp
a01c8bb0-8c4f-4592-abf1-5534ccbe67f0,Vegetarian,5,Grains,9.23,5.1,4.13,Avoidable,Pantry,Donation,2024-03-24
d798588a-e55e-4096-8238-064142061aaf,Omnivore,2,Vegetables,5.13,1.2,3.93,Avoidable,Refrigerated,Compost,2024-03-14
4e476d2d-2ab5-4950-86d5-f1ee37f44235,Vegan,6,Beverages,12.62,11.47,1.15,Avoidable,Frozen,Feed Animals,2024-06-10
7d8831c7-9a6d-4783-96ee-9f8bca6cab0d,Vegan,1,Snacks,12.95,2.05,10.9,Avoidable,Pantry,Trash,2024-02-06
5857f08f-ae7d-4674-a8c5-8eede58d3075,Omnivore,2,Beverages,11.23,10.21,1.02,Avoidable,Frozen,Compost,2024-05-04
4406959b-c6d6-4525-976a-bcb028dc721f,Pescatarian,2,Meat,4.06,1.96,2.09,Avoidable,Frozen,Compost,2024-05-15
1ed37148-4e19-49b2-8e99-4550902948d2,Vegetarian,2,Fruits,8.36,5.09,3.27,Avoidable,Frozen,Compost,2024-06-16
4d09e211-8d49-4431-a0dc-145e1e0d89d6,Omnivore,4,Fruits,7.42,4.63,2.78,Avoidable,Pantry,Donation,2024-06-10
cec1a9bb-9f3c-4148-ae75-d4da338ac2db,Omnivore,1,Snacks,4.71,2.36,2.35,Avoidable,Pantry,Compost,2024-09-02
bad76086-c04d-4fdd-85b5-8148a7df1b23,Vegetarian,3,Grains,12.56,9.9,2.66,Avoidable,Frozen,Feed Animals,2024-04-08
46fd1a20-7447-4cad-8c1f-6dd358b7bcf5,Omnivore,5,Fruits,10.17,2.7,7.48,Avoidable,Pantry,Feed Animals,2024-07-05
ffe7a829-8d3e-42a2-acdc-d594ab2d0c38,Vegan,5,Vegetables,13.29,11.65,1.64,Avoidable,Frozen,Feed Animals,2024-01-22
2e173170-9345-409f-aae3-74e314e239af,Vegetarian,6,Vegetables,1.65,1.57,0.08,Avoidable,Refrigerated,Feed Animals,2024-02-21
9f99687d-18a1-43b1-834e-9a0f76e2ec61,Pescatarian,5,Dairy,16.88,10.6,6.28,Avoidable,Refrigerated,Feed Animals,2024-01-03
f9c6394f-09ae-4184-a850-a93274d41538,Omnivore,3,Beverages,15.97,13.57,2.39,Avoidable,Pantry,Compost,2024-06-19
5a258eea-4375-49d2-9305-2959c749c901,Vegetarian,3,Vegetables,6.94,4.78,2.17,Avoidable,Refrigerated,Compost,2024-08-23
efcf475b-91da-406c-bbc6-89b466ce66f1,Vegan,2,Dairy,3.69,1.01,2.68,Avoidable,Frozen,Feed Animals,2024-02-18
3a89e290-af28-4e90-ac76-8d1a141613a2,Omnivore,1,Meat,7.54,6.89,0.64,Avoidable,Frozen,Donation,2024-03-24
a06ee20c-f679-4eb9-b2d2-61a66a8a4a0c,Vegan,4,Grains,16.65,1.4,15.24,Avoidable,Frozen,Feed Animals,2024-07-20
cd57aece-a1f4-4294-ace4-50dc7a46126f,Pescatarian,6,Meat,1.7,1.62,0.08,Avoidable,Frozen,Feed Animals,2024-07-24
f8b3c5d3-bb9c-4f00-9421-3ce6f57c1aee,Pescatarian,5,Vegetables,5.16,4.87,0.28,Avoidable,Refrigerated,Trash,2024-07-07
4dfa82f3-6beb-4758-ab8f-92b5fa0f2775,Pescatarian,3,Meat,18.67,13.48,5.2,Avoidable,Refrigerated,Feed Animals,2024-03-25
746aaf1a-55a5-4881-91f5-a2d91aaa3fd4,Vegetarian,3,Dairy,16.01,1.18,14.83,Avoidable,Frozen,Trash,2024-06-01
48152315-4327-4316-b13b-eccfe7e03b0c,Vegan,2,Fruits,1.05,0.62,0.43,Avoidable,Refrigerated,Compost,2024-07-17
4aa43c00-d33a-4793-a30c-bdf4aa026e63,Vegan,1,Vegetables,3.22,2.48,0.74,Avoidable,Refrigerated,Feed Animals,2024-08-12
8b78a023-67c9-43bb-ba27-0e6f27eef6d4,Vegetarian,4,Beverages,7.57,3.43,4.13,Avoidable,Refrigerated,Trash,2024-07-01
43f8d3de-fcd8-4b6f-a1fb-bb19fa11e3cc,Vegan,6,Vegetables,5.88,4.86,1.02,Avoidable,Refrigerated,Compost,2024-01-02
cea26892-9c19-4064-9713-5969a1d0e039,Omnivore,6,Grains,6.12,3.54,2.58,Avoidable,Refrigerated,Feed Animals,2024-01-01
d9319208-ca5f-4185-82af-334b09eb5c9b,Omnivore,6,Dairy,12.51,1.43,11.08,Avoidable,Frozen,Trash,2024-03-08
bf2503cc-8780-4cde-9342-2e033cceeac8,Pescatarian,3,Vegetables,4.09,1.54,2.55,Avoidable,Refrigerated,Compost,2024-03-24
8f3da7a2-25a2-40e0-8de2-e94e562cb435,Vegetarian,2,Vegetables,15.48,2.73,12.74,Avoidable,Frozen,Compost,2024-04-21
5b301c76-dd12-4866-9044-4b4a4d309675,Pescatarian,5,Dairy,5.03,1.47,3.56,Avoidable,Pantry,Compost,2024-08-14
f5651bee-ee41-4331-ae4f-0ca19493a3f9,Vegetarian,4,Meat,19.65,7.77,11.88,Avoidable,Refrigerated,Compost,2024-07-07
31dbe440-5970-4032-b515-9d01b322de44,Pescatarian,5,Beverages,7.72,6.27,1.45,Avoidable,Pantry,Trash,2024-08-07
fff627f8-d368-4c50-ad62-29b2f39d5110,Pescatarian,2,Dairy,4.7,0.93,3.77,Avoidable,Pantry,Compost,2024-06-03
67670e0f-c963-4dd5-a0a1-bc188e6fcf2a,Omnivore,4,Meat,8.14,3.63,4.51,Avoidable,Refrigerated,Donation,2024-09-24
2cd66524-86bc-4e29-ab33-a553b39aee3c,Vegetarian,3,Dairy,1.85,1.63,0.22,Avoidable,Pantry,Donation,2024-07-12
61744bc7-a8af-4f73-97b0-9049f9de231c,Omnivore,6,Snacks,14.41,9.09,5.32,Avoidable,Pantry,Feed Animals,2024-07-05
20e49d88-8396-43de-9f1c-c4e2e14d5478,Vegan,4,Fruits,14.71,9.38,5.33,Avoidable,Refrigerated,Trash,2024-04-21
6db7bcce-372b-4a79-8acc-d6a9e89f4ba8,Omnivore,3,Vegetables,8.7,2.03,6.67,Avoidable,Frozen,Feed Animals,2024-09-03
1bc9471d-1812-480e-b13e-6df4ee2b4eb5,Vegan,6,Grains,5.34,3.82,1.52,Avoidable,Refrigerated,Donation,2024-03-14
a3bbc4ce-8fd9-4863-bbc1-49d4008da8f7,Pescatarian,3,Dairy,1.47,0.54,0.92,Avoidable,Frozen,Feed Animals,2024-04-29
c0c8f144-0111-48ac-825a-bf111f3e6ddd,Pescatarian,1,Dairy,6.17,0.81,5.36,Avoidable,Refrigerated,Feed Animals,2024-09-19
bd55b912-917e-404c-88df-ac6d31297e17,Omnivore,5,Grains,13.02,7.39,5.63,Avoidable,Pantry,Feed Animals,2024-04-07
e9dc5dfe-3064-456f-91dc-01873b5e4a79,Vegan,5,Fruits,16.58,6.21,10.38,Avoidable,Pantry,Compost,2024-01-11
f5dd9ab5-2525-403f-ab97-7076a5d9e17c,Omnivore,3,Snacks,11.44,2.66,8.78,Avoidable,Pantry,Compost,2024-06-17
fac1eae8-9132-4889-9d80-cf6eaa3fa266,Vegetarian,4,Meat,12.17,9.66,2.51,Avoidable,Frozen,Trash,2024-01-21
364224fb-e087-4510-a408-b6bc876f9df7,Pescatarian,2,Dairy,15.81,13.22,2.6,Avoidable,Frozen,Compost,2024-04-19
2c6222a2-17b6-44a4-9d6b-42acc68f8da1,Vegan,4,Snacks,14.17,2.27,11.91,Avoidable,Pantry,Feed Animals,2024-03-26
04966fcf-997d-46e5-9200-3e7207aff5d6,Vegan,4,Snacks,19.01,3.48,15.53,Avoidable,Frozen,Feed Animals,2024-09-06
d3ebb495-1ff7-4e98-a4da-67b08c90d367,Pescatarian,3,Fruits,7.69,7.64,0.06,Avoidable,Pantry,Feed Animals,2024-02-25
e02f248d-928e-487a-af40-071335770be1,Omnivore,3,Grains,13.67,2.37,11.3,Avoidable,Refrigerated,Donation,2024-06-25
2d850758-981a-40e8-9de7-26d609d9b53b,Omnivore,6,Beverages,13.8,2.66,11.14,Avoidable,Pantry,Trash,2024-08-04
a368d585-59fd-4729-9765-aa43dd208aef,Vegan,2,Fruits,12.39,3.27,9.12,Avoidable,Frozen,Compost,2024-06-27
b837d7b1-d39f-4f19-b923-dde5ef14f505,Vegan,4,Meat,8.57,5.03,3.54,Avoidable,Pantry,Feed Animals,2024-06-05
8b0c34c8-8020-4c2c-853c-c5247be1957c,Pescatarian,5,Beverages,12.07,1.88,10.18,Avoidable,Refrigerated,Trash,2024-02-01
dad71da2-bbef-4747-89e7-f83e4a892549,Omnivore,4,Meat,16.34,10.11,6.23,Avoidable,Pantry,Compost,2024-06-23
8e37e7b9-13b2-48ff-acc2-58bba9931420,Vegan,6,Grains,2.16,1.66,0.51,Avoidable,Frozen,Donation,2024-01-22
3ae9874d-c7b5-4cbc-b9f8-59f7f29630a1,Omnivore,3,Meat,10.95,7.43,3.52,Avoidable,Pantry,Donation,2024-05-02
4c29b7c8-8dcd-43bc-b8b3-5aed75e6d91b,Vegetarian,5,Meat,14.86,1.28,13.58,Avoidable,Pantry,Trash,2024-08-12
c1cd1ff2-f7eb-4987-81fe-b4c90dc38c0f,Omnivore,4,Fruits,2.72,2.55,0.16,Avoidable,Frozen,Trash,2024-03-03
7f35cbf8-3dd7-4133-8f99-9f42be46a525,Vegan,1,Fruits,18.95,17.11,1.84,Avoidable,Pantry,Donation,2024-01-27
cce84ccc-26b8-4ca9-88ed-20a1ff7908df,Omnivore,2,Meat,2.26,1.45,0.81,Avoidable,Refrigerated,Feed Animals,2024-09-18
32c8d325-cc7c-4137-a61f-261aa48fcfc6,Pescatarian,3,Meat,15.66,2.45,13.21,Avoidable,Pantry,Donation,2024-01-15
4b92d9c3-9dde-4c18-9f6f-749e22ee3a8c,Vegan,1,Grains,6.51,4.69,1.83,Avoidable,Frozen,Trash,2024-01-13
928778e2-d30b-4802-be10-7ed1ebe709bf,Omnivore,5,Dairy,14.37,8.2,6.17,Avoidable,Frozen,Donation,2024-05-01
a2e080c0-9244-4705-aa4d-506017bf2900,Pescatarian,5,Vegetables,4.56,0.96,3.6,Avoidable,Refrigerated,Donation,2024-01-22
2132f41f-0bef-4cef-b82c-9851e86682a3,Vegan,5,Dairy,10.95,10.04,0.9,Avoidable,Frozen,Donation,2024-08-03
9d0b5ccc-d786-4d34-81b4-85a7c74e6265,Omnivore,1,Vegetables,3.16,2.55,0.61,Avoidable,Refrigerated,Compost,2024-04-19
e10b8946-b39c-43ac-8f06-efa9310b4d72,Omnivore,2,Dairy,18.91,14.33,4.58,Avoidable,Pantry,Donation,2024-07-23
88196fd0-65c0-4efd-b700-52d8f5d4cb3d,Vegetarian,2,Grains,5.69,2.25,3.44,Avoidable,Refrigerated,Trash,2024-02-19
ae4191ac-e1cf-4684-95fb-3d08a9492700,Vegan,6,Fruits,5.63,3.22,2.41,Avoidable,Pantry,Donation,2024-07-14
b7b2eecb-87c2-406f-acf7-16b9b126237e,Pescatarian,5,Meat,6.35,4.17,2.18,Avoidable,Pantry,Compost,2024-04-24
353144f5-aeb9-4d8d-95d6-f1cbe811b1d6,Vegan,6,Grains,13.93,12.87,1.07,Avoidable,Refrigerated,Donation,2024-05-29
44e5704c-6452-4369-aa29-90b90b0c4966,Omnivore,5,Dairy,3.17,2.64,0.52,Avoidable,Frozen,Trash,2024-03-30
18d5960a-a663-4d39-ae54-ca8a96599f72,Vegan,1,Beverages,8.41,1.76,6.65,Avoidable,Refrigerated,Feed Animals,2024-06-12
61eb41e7-fafb-4e1a-ba5f-4cf57f40533e,Vegetarian,5,Grains,17.39,1.81,15.59,Avoidable,Pantry,Trash,2024-08-26
85122366-9634-485f-b4e5-f26c41d1532b,Vegetarian,2,Grains,14.75,12.52,2.24,Avoidable,Frozen,Compost,2024-01-01
0a3651a4-6d5f-4298-927d-1448a69bedb3,Vegan,4,Fruits,5.59,5.34,0.24,Avoidable,Frozen,Compost,2024-05-01
234c43eb-eee3-4a6e-a5b8-46b76b73c6ce,Omnivore,5,Dairy,5.13,3.6,1.53,Avoidable,Refrigerated,Donation,2024-01-10
8e470728-1b0a-4afe-86df-0de375587088,Vegan,3,Vegetables,16.08,8.01,8.07,Avoidable,Frozen,Donation,2024-06-18
1edf8a6b-7c54-4d5f-b0d7-3eb960bc18dc,Vegetarian,2,Beverages,2.75,0.94,1.81,Avoidable,Refrigerated,Donation,2024-05-06
51546bf9-cc33-4bf8-9357-216108a8154b,Omnivore,6,Beverages,7.92,4.79,3.13,Avoidable,Refrigerated,Trash,2024-02-24
70223845-d268-45b0-bb85-4e7fc14f9271,Omnivore,6,Fruits,3.82,1.17,2.64,Avoidable,Refrigerated,Trash,2024-05-22
2ac23b21-61f0-491e-9bec-b5dab3927400,Vegetarian,5,Grains,17.12,0.92,16.21,Avoidable,Refrigerated,Compost,2024-03-15
e6bff52f-0197-4c76-ba5d-90bbff58eeb3,Vegetarian,2,Dairy,11.24,1.57,9.67,Avoidable,Refrigerated,Donation,2024-01-30
1adda5e4-15ef-44e4-9c43-b81905b1e939,Pescatarian,4,Snacks,2.28,1.89,0.39,Avoidable,Frozen,Feed Animals,2024-01-18
03b9a346-e041-4775-b4ed-090a526c54bc,Pescatarian,1,Dairy,1.66,0.98,0.68,Avoidable,Pantry,Trash,2024-01-17
d28ac35e-d2ce-4bc9-9ff8-c694126bf72d,Vegetarian,1,Vegetables,11.53,10.51,1.02,Avoidable,Frozen,Donation,2024-04-12
f0e8c729-2bd2-4857-b8e3-b6a562d84e5b,Pescatarian,5,Vegetables,15.48,5.55,9.92,Avoidable,Pantry,Trash,2024-07-02
a585e2c2-bf83-4fea-a4d9-a49d3326c981,Vegetarian,4,Vegetables,7.12,0.56,6.56,Avoidable,Pantry,Feed Animals,2024-03-25
45b255b7-2e9b-455e-b214-72440c56ae82,Pescatarian,6,Grains,16.2,8.71,7.49,Avoidable,Frozen,Compost,2024-03-14
c74ed76d-c01a-411a-93a9-a02333979508,Pescatarian,6,Vegetables,11.23,2.56,8.68,Avoidable,Refrigerated,Compost,2024-05-07
26a0b0e6-9fbe-4fec-afd0-979fd7727bee,Omnivore,6,Dairy,9.06,5.91,3.15,Avoidable,Refrigerated,Feed Animals,2024-04-10
98c8b742-dfaf-48e7-938e-e95a057ad603,Omnivore,3,Vegetables,12.58,3.6,8.98,Avoidable,Refrigerated,Donation,2024-02-16
35e98371-8061-4efd-9bca-075a5ff2d75a,Pescatarian,6,Dairy,16.22,10.28,5.94,Avoidable,Refrigerated,Feed Animals,2024-07-15
ef1b4878-1281-471f-b6b4-a312f9c04692,Vegan,3,Dairy,17.81,8.06,9.75,Avoidable,Refrigerated,Donation,2024-09-08
76622a53-005b-4ef8-ac1e-e0d005f2ceb1,Vegetarian,3,Vegetables,8.39,3.49,4.89,Avoidable,Pantry,Donation,2024-03-06
88e20a57-4a54-4369-940a-dabe639dc4f5,Omnivore,1,Meat,17.16,9.39,7.77,Avoidable,Refrigerated,Compost,2024-02-10
798e5ccd-8eef-4653-a896-36f90472c3b4,Pescatarian,1,Meat,5.83,2.9,2.92,Avoidable,Refrigerated,Feed Animals,2024-05-22
50111eb6-81f7-4d15-8723-41b080e5d90e,Vegan,2,Vegetables,4.36,2.69,1.67,Avoidable,Pantry,Donation,2024-07-29
e76d8aa6-0464-4a13-bb9e-e78879ecc2a8,Vegetarian,4,Grains,16.83,8.54,8.29,Avoidable,Frozen,Trash,2024-02-12
35401914-6403-42f8-bbfe-8b20fc2eddf3,Omnivore,4,Meat,12.76,0.96,11.79,Avoidable,Frozen,Compost,2024-04-19
5b48e263-8d02-4db7-a769-7d536c67837e,Omnivore,2,Grains,2.09,2.05,0.04,Avoidable,Frozen,Compost,2024-07-03
34b78b08-09ab-4609-b14c-798e77007d9e,Omnivore,3,Beverages,19.59,17.18,2.41,Avoidable,Refrigerated,Donation,2024-05-07
172a88f2-0072-46b0-99ca-24c6c859aeeb,Omnivore,6,Grains,2.5,2.44,0.06,Avoidable,Pantry,Feed Animals,2024-04-03
c0c7ce8f-5f18-4b5f-b8d1-b25f28ba6b09,Vegan,3,Beverages,7.38,3.5,3.88,Avoidable,Frozen,Compost,2024-03-12
d5587036-387b-4441-be39-d9005cd7ba45,Vegan,1,Beverages,2.79,1.05,1.74,Avoidable,Frozen,Compost,2024-01-02
afa4ff2b-faf6-44a6-85a4-f0d1cb77b2ab,Vegetarian,2,Meat,5.12,1.15,3.97,Avoidable,Frozen,Trash,2024-03-06
9360ae25-6409-40ba-8d10-ebfb06a425ea,Vegetarian,3,Grains,3.06,0.63,2.42,Avoidable,Pantry,Donation,2024-06-11
e017c589-ab7e-4f86-9d76-eb91134142e6,Omnivore,5,Beverages,5.43,4.53,0.9,Avoidable,Refrigerated,Donation,2024-06-25
71f23956-9f4e-474a-867d-c4cd82351f0e,Omnivore,3,Vegetables,3.81,3.72,0.09,Avoidable,Refrigerated,Donation,2024-09-12
c81d68af-4b68-4b23-a295-885b25e7d860,Vegetarian,4,Beverages,14.04,1.53,12.51,Avoidable,Frozen,Feed Animals,2024-01-22
f68df0e8-3fef-4154-89b9-3de1dd20ea4c,Vegetarian,5,Dairy,7.99,7.19,0.8,Avoidable,Refrigerated,Compost,2024-02-20
bff44565-63f2-416e-be55-4aef56f7fdb5,Omnivore,6,Beverages,17.35,11.64,5.71,Avoidable,Refrigerated,Trash,2024-04-20
f8278e86-577d-4815-bc1a-eb625ed1a770,Vegan,5,Snacks,4.97,2.13,2.84,Avoidable,Frozen,Compost,2024-05-15
c9352e87-3505-4b1b-903b-732f135d52a4,Vegetarian,1,Dairy,19.18,9.72,9.47,Avoidable,Pantry,Compost,2024-05-11
cbbd6e68-f669-40e6-87af-beb17717e73b,Pescatarian,3,Fruits,12.39,10.78,1.61,Avoidable,Frozen,Trash,2024-01-22
dd88e289-fcfe-40d0-a514-b54e9a01d78e,Pescatarian,1,Grains,16.69,7.93,8.76,Avoidable,Refrigerated,Compost,2024-04-30
08aa978f-bfbf-46c2-8432-6b482463c158,Omnivore,1,Grains,9.29,3.54,5.76,Avoidable,Pantry,Feed Animals,2024-07-13
f68f5a06-0386-4c50-b79d-f6d755051a17,Omnivore,6,Vegetables,8.76,4.11,4.65,Avoidable,Pantry,Trash,2024-06-08
1b881326-c887-49bc-a098-ef219e4f1dce,Pescatarian,4,Snacks,5.56,2.32,3.25,Avoidable,Frozen,Feed Animals,2024-08-08
0a55a0b5-c485-4532-b485-ec102153f97c,Omnivore,6,Grains,12.07,3.28,8.79,Avoidable,Frozen,Compost,2024-06-05
47abe2e7-e5da-4ffb-904f-3d34d01cce99,Vegan,1,Vegetables,19.64,7.48,12.16,Avoidable,Refrigerated,Donation,2024-03-01
3a76e6e3-fecc-4996-a158-90fa44207376,Omnivore,3,Meat,2.69,1.61,1.08,Avoidable,Pantry,Trash,2024-04-25
01844cac-ba52-41f3-8ad9-46cbb75a0d05,Omnivore,3,Grains,2.98,1.33,1.65,Avoidable,Pantry,Trash,2024-02-17
9015ddfa-8e80-4815-870e-904d981b2d3e,Omnivore,3,Grains,5.7,1.84,3.86,Avoidable,Refrigerated,Compost,2024-05-23
39cbea57-fdee-48e0-b084-baadeeee7326,Vegetarian,2,Dairy,15.24,10.61,4.64,Avoidable,Refrigerated,Trash,2024-05-19
62f8885b-216a-49a4-8b14-6b6848b54594,Pescatarian,4,Beverages,8.73,2.08,6.65,Avoidable,Frozen,Donation,2024-07-16
9d5a8160-f594-40c9-ade2-05ad64690361,Vegetarian,3,Snacks,10.96,10.05,0.91,Avoidable,Pantry,Feed Animals,2024-01-05
6e873686-f81d-4460-b752-1aa4d3a51853,Vegan,3,Meat,9.5,9.08,0.42,Avoidable,Refrigerated,Trash,2024-01-15
2031a2ce-89b0-4f76-bbfa-15ccf875d829,Pescatarian,2,Snacks,5.66,0.62,5.04,Avoidable,Pantry,Trash,2024-01-24
9f68a669-f479-4f4c-a5e3-8634f1feed7f,Vegetarian,2,Fruits,9.82,5.6,4.22,Avoidable,Pantry,Donation,2024-01-08
a36bc8d8-a668-40d3-9f79-0f6ddd850760,Pescatarian,6,Grains,13.34,9.19,4.15,Avoidable,Frozen,Feed Animals,2024-07-18
e605eaae-da23-4b09-aada-05cd9bb2c8c8,Vegetarian,4,Vegetables,2.42,0.94,1.48,Avoidable,Frozen,Trash,2024-03-15
a3a6ff6d-cf8c-4df5-b7a7-795f5fed7208,Omnivore,6,Snacks,15.64,9.37,6.28,Avoidable,Pantry,Trash,2024-08-22
5fd2c23e-05a2-42d5-a646-a47d0a7ed773,Vegan,6,Vegetables,3.57,0.99,2.59,Avoidable,Refrigerated,Donation,2024-06-25
916ce20e-6a94-4190-85a9-f37cd73dd831,Omnivore,5,Fruits,12.14,4.09,8.05,Avoidable,Pantry,Trash,2024-03-12
9f67407d-03ee-4242-94a6-89cd9e625e15,Vegetarian,5,Snacks,11.53,0.61,10.92,Avoidable,Refrigerated,Donation,2024-03-26
072c6864-b923-435e-8076-1d918be2058f,Vegetarian,3,Grains,18.82,11.77,7.05,Avoidable,Frozen,Trash,2024-08-03
a0cd05cc-933a-468b-970e-a0788c37e994,Pescatarian,1,Grains,16.61,0.58,16.03,Avoidable,Refrigerated,Donation,2024-05-09
80c41c49-1f9e-4e1b-bbf9-aea550b85335,Vegan,2,Beverages,10.21,7.37,2.84,Avoidable,Refrigerated,Trash,2024-02-13
33bec29a-7d56-4aa1-982b-227db974961b,Pescatarian,1,Meat,7.74,4.4,3.34,Avoidable,Frozen,Feed Animals,2024-06-02
ea8d7154-5e39-41a7-af03-ba75204fa163,Pescatarian,6,Beverages,15.01,7.88,7.12,Avoidable,Frozen,Compost,2024-04-22
82b398da-4acd-4073-a96c-940e20b2f05a,Vegetarian,4,Snacks,18.0,17.52,0.48,Avoidable,Frozen,Feed Animals,2024-05-19
a057d172-a3a0-46d1-9698-ef73d55ff402,Vegan,4,Snacks,8.66,6.76,1.9,Avoidable,Refrigerated,Feed Animals,2024-05-21
7e296a57-df22-4b78-b054-3a7a4f42f46b,Omnivore,6,Dairy,4.62,3.87,0.76,Avoidable,Pantry,Feed Animals,2024-03-31
3ffeb7f7-96bb-45b0-bf62-28a95c993c34,Vegetarian,6,Grains,8.79,5.21,3.58,Avoidable,Frozen,Compost,2024-07-23
2a65a605-d056-4f54-8903-1622d4acbf1f,Vegan,3,Fruits,10.3,8.31,1.99,Avoidable,Pantry,Trash,2024-05-17
c1e3114f-ec4c-4d58-8b14-1e2e83d79167,Vegetarian,5,Meat,11.2,8.49,2.71,Avoidable,Frozen,Trash,2024-03-28
9df9b929-42de-417a-a6c5-9a23e4b9311e,Omnivore,5,Grains,11.72,8.31,3.41,Avoidable,Refrigerated,Donation,2024-02-21
30d547eb-65e1-4d0f-b70a-49b563ea152a,Vegetarian,2,Beverages,16.67,14.4,2.27,Avoidable,Refrigerated,Feed Animals,2024-03-13
d0d78c7d-ffa4-4865-ba06-42be640dab02,Pescatarian,5,Snacks,11.16,6.13,5.03,Avoidable,Pantry,Donation,2024-04-07
90f76b75-b98e-4119-9197-45722a6cff06,Pescatarian,2,Beverages,9.54,1.44,8.1,Avoidable,Pantry,Feed Animals,2024-05-06
8e687fce-3939-4b73-bafa-205f492aaee1,Vegan,2,Vegetables,6.8,1.46,5.35,Avoidable,Pantry,Trash,2024-03-20
650a94bb-2b59-4992-8027-ea10776dac20,Vegan,5,Meat,5.4,5.22,0.18,Avoidable,Refrigerated,Compost,2024-02-04
b775a20e-0e5c-4c20-9f95-77b4d5998d33,Vegetarian,6,Grains,17.16,4.42,12.74,Avoidable,Frozen,Trash,2024-09-14
77131a27-05e6-4afa-8e8b-72ed1a493ad2,Pescatarian,2,Vegetables,2.05,1.75,0.3,Avoidable,Pantry,Trash,2024-06-23
18ba5f2d-851b-473d-8186-84af2c9d5881,Omnivore,4,Beverages,15.39,14.69,0.7,Avoidable,Frozen,Donation,2024-03-22
eaccef13-e4c1-4278-b90b-cf84eaf96a05,Omnivore,4,Fruits,15.94,8.79,7.15,Avoidable,Refrigerated,Donation,2024-05-16
4207ace2-6376-4fff-8052-b8908802da9b,Omnivore,3,Vegetables,7.7,4.65,3.06,Avoidable,Frozen,Trash,2024-07-25
318a9cb8-1505-4956-bdc5-53354b4997b9,Vegan,6,Vegetables,7.33,1.1,6.23,Avoidable,Refrigerated,Compost,2024-04-01
8c698363-0c4d-4256-a730-7d013a0b38e3,Omnivore,6,Fruits,12.35,4.39,7.96,Avoidable,Pantry,Compost,2024-04-18
4448ca74-0f57-48b0-925a-271f9c30e951,Pescatarian,5,Vegetables,3.84,0.95,2.89,Avoidable,Pantry,Feed Animals,2024-08-13
fd1669bc-1ed1-49cb-baf0-ca77e82cd45e,Pescatarian,4,Beverages,17.9,1.43,16.47,Avoidable,Refrigerated,Trash,2024-09-07
4cd70f25-6fe3-4dce-b1ee-f543645368ca,Omnivore,1,Fruits,19.59,13.92,5.67,Avoidable,Refrigerated,Trash,2024-03-13
ca6fdf38-cf74-440a-bae8-894ec71ecda7,Vegan,3,Grains,8.77,6.63,2.14,Avoidable,Frozen,Donation,2024-06-26
a773c40f-3769-41e7-bb1d-5736dfdd36e5,Vegetarian,5,Beverages,11.47,6.1,5.37,Avoidable,Refrigerated,Feed Animals,2024-04-15
bf58f907-b8a5-4f5d-a38e-d3ba956ceac9,Vegan,1,Snacks,17.09,7.59,9.51,Avoidable,Frozen,Feed Animals,2024-09-06
1ba5d9b2-f7b8-49cd-a39f-939d8060ab89,Omnivore,1,Dairy,11.36,3.49,7.87,Avoidable,Refrigerated,Donation,2024-07-04
2df450f3-5a36-4f02-9c6e-1983a0b316d9,Vegan,5,Grains,14.64,13.52,1.12,Avoidable,Frozen,Trash,2024-04-14
95970b1d-e614-436e-b118-9f054d03745e,Vegetarian,4,Beverages,5.09,1.22,3.87,Avoidable,Pantry,Trash,2024-08-19
7bb5c277-806b-4f72-95d0-bc9682c7f0e6,Vegan,1,Dairy,12.9,11.31,1.59,Avoidable,Refrigerated,Compost,2024-07-25
f3167734-bb8a-40e4-a120-213bff01c80b,Vegetarian,5,Vegetables,18.66,11.88,6.78,Avoidable,Frozen,Donation,2024-03-06
1cb6aa01-72b9-4a0f-bae4-f2cb7b4f2dfa,Pescatarian,1,Vegetables,2.36,2.33,0.04,Avoidable,Frozen,Compost,2024-06-11
0c51b9b6-d863-4053-86a4-68275e937409,Vegan,1,Vegetables,17.97,16.37,1.6,Avoidable,Pantry,Feed Animals,2024-06-23
c498dec3-c8c0-488e-834d-1a2c9ef9a1d1,Pescatarian,1,Grains,16.93,8.36,8.56,Avoidable,Refrigerated,Feed Animals,2024-08-15
6f5b2050-c31d-44bd-80a0-13a618506c47,Vegetarian,2,Grains,14.59,2.09,12.5,Avoidable,Refrigerated,Donation,2024-07-10
b78577be-23ba-48eb-972b-4ab82164643b,Vegetarian,1,Vegetables,19.33,12.08,7.25,Avoidable,Frozen,Donation,2024-08-03
04063951-1ed3-4e13-b898-f883a4beb43b,Pescatarian,4,Beverages,2.33,1.34,0.98,Avoidable,Frozen,Trash,2024-08-17
f175cf1d-71fc-4b84-9ca2-ab8e5c4b779d,Omnivore,3,Dairy,14.68,14.31,0.36,Avoidable,Frozen,Feed Animals,2024-04-10
c091f6a8-2acc-48d5-a175-241d41c1d666,Pescatarian,6,Meat,12.74,0.62,12.13,Avoidable,Frozen,Trash,2024-01-27
5b560b04-4dbf-4f84-9781-020755a0f3df,Omnivore,4,Snacks,10.03,3.44,6.59,Avoidable,Frozen,Compost,2024-08-12
2dcb72ae-16e7-4542-bc24-8c5b34ed490b,Omnivore,2,Dairy,9.51,0.95,8.56,Avoidable,Refrigerated,Trash,2024-04-18
